"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"TOMM20",8.50079012880969e-51,0.628259390891766,0.861,0.744,1.37313262950663e-46
"RAB9A",1.02888729000198e-50,0.761543656813767,0.931,0.867,1.66196163954019e-46
"SNRPB",3.89056769835769e-50,0.548639373514359,0.863,0.736,6.28443400315718e-46
"RNPS1",7.70799766342665e-50,0.622464309438841,0.821,0.685,1.24507286257331e-45
"CCT8",8.05606455622757e-50,0.563100643431077,0.815,0.654,1.30129610776744e-45
"WDR43",1.10454846738649e-49,0.586167025301488,0.616,0.346,1.78417713936939e-45
"ND2",2.0689231338216e-49,0.436758780998748,1,1,3.34193153806203e-45
"SNX17",2.78898049509436e-49,-0.452703126986997,0.184,0.465,4.50504019372591e-45
"PSME2",2.84567760959755e-49,-0.52206853359526,0.874,0.936,4.59662304278292e-45
"SNRPD3",4.77539735220363e-49,0.572859681468684,0.784,0.621,7.71369934301452e-45
"POLB",2.032092912807e-48,0.548354873648665,0.81,0.617,3.28243968205714e-44
"TUBB4A",2.25159875492479e-48,-0.70841268096494,0.287,0.558,3.63700746883002e-44
"SIAH2",3.03860310965677e-48,0.610839763355391,0.68,0.459,4.90825560302858e-44
"HIF1A",4.38373536421319e-48,0.57896297209718,0.815,0.631,7.08104773381356e-44
"RNF19B",7.83027099484166e-48,0.593909061056402,0.931,0.825,1.26482367379677e-43
"CHD1",7.96058198676886e-48,0.592116366154204,0.861,0.706,1.28587280832277e-43
"KCNK6",1.22389593419982e-47,-0.702847874069465,0.424,0.674,1.97695910251297e-43
"NUDT4",1.481231150863e-47,0.75549965838544,0.84,0.686,2.392632677989e-43
"UBC",1.72731954355454e-47,0.472707535082254,0.995,0.995,2.79013925870365e-43
"TAF5L",1.78757365621832e-47,0.494458144266481,0.385,0.132,2.88746772688946e-43
"ARHGAP30",2.9343912395334e-47,-0.640400728208194,0.529,0.739,4.73992216921829e-43
"EIF2S2",3.71970959874004e-47,0.735323235339182,0.823,0.676,6.00844691484479e-43
"NFKBIA",4.72424865647999e-47,0.509868252988894,0.998,0.993,7.63107885481212e-43
"HNRNPDL",8.90020355760768e-47,0.517029346316774,0.981,0.944,1.43764988066037e-42
"ZFAND5",1.64875426179112e-46,0.497313323708034,0.935,0.84,2.66323275907119e-42
"SQSTM1",1.79415805229022e-46,0.69973440238335,0.948,0.892,2.89810350186439e-42
"JUNB",1.9212675953884e-46,-0.711750820356636,0.76,0.869,3.10342354683089e-42
"ZNF292",2.22889285560203e-46,0.593964493983735,0.922,0.845,3.60033062965396e-42
"CYP4V2",2.72134813175709e-46,-0.600013293188678,0.196,0.449,4.39579363722723e-42
"CCNL1",2.89564945219133e-46,0.514388314427475,0.948,0.851,4.67734256012466e-42
"SRSF10",3.28696670595868e-46,0.52628384827439,0.904,0.78,5.30943732013505e-42
"CDK11B",3.61591332042769e-46,0.525285607070932,0.768,0.566,5.84078478648685e-42
"BRK1",4.51062815770658e-46,-0.510015453175308,0.674,0.824,7.28601766314343e-42
"CAP1",2.42144588608292e-45,-0.597499734129531,0.528,0.737,3.91136153978973e-41
"DENND5A",4.06995419377267e-45,0.578635381659339,0.579,0.318,6.57419700920099e-41
"PRR14L",5.18683902921135e-45,0.665217223569943,0.858,0.706,8.37830108388509e-41
"GGNBP2",8.93549072998197e-45,0.558091799602107,0.81,0.682,1.44334981761399e-40
"HNRNPD",1.46785936977801e-44,0.494344044038096,0.919,0.816,2.37103324000242e-40
"SH3GLB1",1.9942091138169e-44,0.545881959492238,0.872,0.788,3.22124598154844e-40
"POLR1F",3.13597306690672e-44,0.659871605659557,0.744,0.556,5.06553729497443e-40
"HECTD2",3.33869517195897e-44,0.527392513461838,0.435,0.183,5.39299431126533e-40
"M6PR",4.95474415725896e-44,-0.567295785379487,0.347,0.602,8.00339823722039e-40
"PTP4A1",6.85461884312973e-44,0.57212631299738,0.689,0.47,1.10722658173075e-39
"HMGB2",7.82616376097803e-44,0.654582568494976,0.851,0.706,1.26416023231078e-39
"JUN",9.30360268121449e-44,-0.751268034077684,0.784,0.905,1.50281094109658e-39
"ERH",1.01435548548119e-43,0.530711665759805,0.867,0.769,1.63848841569776e-39
"ZNF326",1.03050380233407e-43,0.482681630814999,0.921,0.819,1.66457279191023e-39
"RBM27",1.81785512158382e-43,0.532332785363675,0.703,0.49,2.93638137789435e-39
"RNH1",1.90680789473449e-43,-0.487944167268281,0.513,0.734,3.08006679236462e-39
"RALY",2.70335005646665e-43,-0.521054308465857,0.623,0.81,4.36672134621059e-39
"NCOA7",3.30930492187616e-43,-0.535985166104928,0.38,0.644,5.34552024030656e-39
"CMTM6",3.63988578194676e-43,0.42047624413457,0.968,0.912,5.8795075035786e-39
"USP18",9.8979637744923e-43,0.535419703547736,0.713,0.484,1.59881808849374e-38
"STK17A",1.27884651073411e-42,0.576403275667313,0.666,0.444,2.06572076878882e-38
"YTHDC1",1.76524719742068e-42,0.524234869109906,0.833,0.654,2.85140379799362e-38
"TBL1XR1",1.85699027159851e-42,-0.433625667034686,0.163,0.418,2.99959638571307e-38
"FSCN1",2.18118677446974e-42,0.439819265750891,0.997,0.984,3.52327099680097e-38
"UQCR10",2.65786978764522e-42,-0.497136253247347,0.619,0.8,4.29325706798333e-38
"HIVEP1",2.86207565826686e-42,-0.53578581438539,0.298,0.569,4.62311081079847e-38
"SMARCA5",3.01459330594609e-42,0.552382545031004,0.899,0.802,4.86947256709472e-38
"MYLIP",3.20608434758092e-42,0.579008335320925,0.878,0.735,5.17878804664746e-38
"SSU72",3.48393890863314e-42,-0.466482051335922,0.325,0.586,5.62760651911511e-38
"CFL1",4.60287278883956e-42,-0.392066648615752,0.974,0.978,7.43502041581255e-38
"RABEP1",6.53097412950537e-42,-0.481904156674585,0.232,0.502,1.054948251139e-37
"U2AF1",6.70071827301372e-42,0.503276179637955,0.78,0.62,1.08236702263991e-37
"DDX5",7.58721366882278e-42,0.465585039975189,0.997,0.995,1.22556262392494e-37
"KLF13",9.3236363229898e-42,-0.537804850767573,0.238,0.499,1.50604697525254e-37
"MYH9",9.68060587949693e-42,-0.634280792512863,0.822,0.908,1.56370826771514e-37
"PRPF18",1.16989529952225e-41,0.482940850444112,0.61,0.375,1.88973187731829e-37
"MAFF",1.90729735498428e-41,0.639167217614743,0.549,0.306,3.08085741750611e-37
"MYO9A",1.99001164397482e-41,-0.578735319857913,0.545,0.777,3.21446580851252e-37
"TYROBP",2.82193328698432e-41,-0.381589831266119,0.986,0.987,4.55826883846576e-37
"FAM241A",3.00575472202463e-41,0.493977496400646,0.452,0.204,4.85519560248638e-37
"ADAM9",3.19131471011243e-41,-0.605559151718726,0.329,0.594,5.15493065124461e-37
"NOP58",3.57479834043762e-41,0.579098549941999,0.569,0.339,5.77437175930888e-37
"CXCL16",4.1674430683706e-41,-0.588233784587411,0.659,0.801,6.73167078833904e-37
"ARGLU1",4.8748227665905e-41,0.343912390318678,0.984,0.965,7.87430121487364e-37
"TUBGCP3",5.04429263760192e-41,0.474168413555198,0.421,0.176,8.14804589751839e-37
"ILK",5.98492870166698e-41,-0.525466340468757,0.35,0.594,9.66745533180268e-37
"ZFAND6",7.8352932197809e-41,0.571405044340802,0.92,0.857,1.26563491379121e-36
"PKM",1.32069780209128e-40,-0.488824062680798,0.904,0.951,2.13332315971805e-36
"MAP2K3",1.57161173822218e-40,0.522841008430506,0.675,0.442,2.53862444075028e-36
"PSMD12",1.57676102696821e-40,0.536236447340908,0.847,0.743,2.54694208686174e-36
"SF3B6",1.77229227451618e-40,0.556120289907704,0.831,0.736,2.86278371102598e-36
"CCDC6",2.01979052483569e-40,0.545413907330637,0.567,0.324,3.2625676347671e-36
"IRF1",2.14106868078031e-40,0.626347948347589,0.892,0.785,3.45846824006443e-36
"PIP4K2A",2.20084953112136e-40,-0.488248488806018,0.265,0.516,3.55503224762033e-36
"BCKDHB",5.64856524209197e-40,-0.595273731929127,0.66,0.824,9.12412743555116e-36
"DNTTIP2",6.69488835519892e-40,0.51236852407141,0.698,0.466,1.08142531601528e-35
"SRP19",1.26554151321014e-39,0.576968459179766,0.613,0.405,2.04422920628834e-35
"FGL2",1.44560625902632e-39,-0.635126981251002,0.243,0.481,2.33508779020522e-35
"SAFB",1.64282952461306e-39,0.515648388846332,0.884,0.76,2.65366253110747e-35
"LSP1",1.8901722526711e-39,-0.40753184750309,0.983,0.99,3.05319523973963e-35
"PLCL2",2.87785738228886e-39,-0.453437324818557,0.387,0.647,4.6486030296112e-35
"ND4",2.95732330104873e-39,0.384528992644571,1,0.998,4.77696432818401e-35
"RLF",3.51160913915526e-39,0.539050982660748,0.572,0.334,5.67230224247748e-35
"SMAP2",4.28710171795591e-39,-0.60141163645446,0.551,0.759,6.92495540501417e-35
"TLN1",5.48680090892333e-39,-0.545642564729167,0.523,0.756,8.86282950818386e-35
"PABPC1",7.1824493511675e-39,0.331324760997199,0.996,0.986,1.16018104369409e-34
"AGFG1",9.65190905740096e-39,0.464284584817673,0.817,0.645,1.55907287004198e-34
"TPI1",2.19870031848209e-38,-0.493768039196735,0.408,0.637,3.55156062444412e-34
"RBIS",2.57223967248727e-38,0.47736433851873,0.73,0.574,4.15493874296868e-34
"PSMB1",3.33791261845095e-38,0.439953500937681,0.936,0.906,5.39173025258382e-34
"DIABLO",3.70332788057546e-38,0.466326108018043,0.824,0.682,5.98198552549354e-34
"XPO4",4.4984748198629e-38,0.501694078572505,0.565,0.327,7.26638637652454e-34
"NOCT",4.81815049869697e-38,0.548123484299404,0.663,0.43,7.78275850054522e-34
"EMILIN2",5.10196538893422e-38,0.526082126526108,0.685,0.476,8.24120469274544e-34
"TMEM158",5.9838332586194e-38,0.561420373737878,0.445,0.194,9.66568586264791e-34
"MYO1C",6.07674325090152e-38,-0.543511272149579,0.355,0.587,9.81576337318123e-34
"RSL1D1",1.22611438751784e-37,0.501394102756859,0.628,0.417,1.98054257015756e-33
"ENSBTAG00000046324",1.30603294229424e-37,-0.497071774054379,0.318,0.548,2.10963501168789e-33
"NRP2",1.53117729645679e-37,0.500136481353235,0.725,0.502,2.47331068696665e-33
"RASA2",1.91025238339604e-37,0.467547210406477,0.439,0.2,3.08563067489962e-33
"SKIL",1.98551594130176e-37,0.543350702617761,0.792,0.622,3.20720389998473e-33
"EIF5",2.91939286214343e-37,0.554484605005669,0.955,0.916,4.71569529022028e-33
"PTPN2",3.89685547474558e-37,0.504920261008359,0.803,0.648,6.29459064835653e-33
"PDE4B",4.23264056787883e-37,0.586331755139978,0.857,0.718,6.83698430929468e-33
"IK",4.70877119945126e-37,0.452673914226028,0.825,0.675,7.60607811847362e-33
"FLT3",5.94680127766695e-37,-0.505975735790678,0.399,0.631,9.60586810381542e-33
"COX3",6.24293443158129e-37,0.351270880553535,1,1,1.00842119873333e-32
"WDR7",9.55873954682757e-37,0.497208684700448,0.626,0.405,1.54402319899906e-32
"GPX4",1.00012587807868e-36,-0.525101365044443,0.671,0.815,1.6155033308605e-32
"RAB8A",1.30588371423294e-36,-0.431731870220425,0.232,0.471,2.10939396360047e-32
"METAP2",1.40552917876966e-36,0.49446821847033,0.728,0.553,2.27035128246664e-32
"GALK1",1.43663677815585e-36,-0.471288401558109,0.683,0.838,2.32059938775514e-32
"TWF2",1.64215687025017e-36,-0.484573506188264,0.425,0.641,2.6525759925151e-32
"PARK7",1.69494787696491e-36,-0.436236236228136,0.478,0.689,2.73784930566142e-32
"LAMTOR2",1.85040549748223e-36,-0.519457737727177,0.596,0.766,2.98896000008305e-32
"VASP",1.85076174223666e-36,-0.530564328988858,0.644,0.794,2.98953544223487e-32
"ATP8",1.98882937765849e-36,0.555801861024071,0.781,0.602,3.21255609373176e-32
"UBL3",2.49461436138109e-36,-0.581528773980878,0.566,0.744,4.02955057793887e-32
"SPCS3",2.76149438704273e-36,0.496952039800143,0.82,0.699,4.46064188339012e-32
"CCSER2",3.76618023121523e-36,0.520742922509861,0.643,0.429,6.08351092748196e-32
"EIF3J",3.88510204150974e-36,0.511120936125147,0.495,0.275,6.27560532765068e-32
"LCOR",4.26798267992429e-36,0.491221710233587,0.502,0.259,6.89407242288171e-32
"GPX1",4.40630096090772e-36,-0.524909757314467,0.789,0.88,7.11749794215424e-32
"ZBTB10",4.51869740394616e-36,0.58745253332176,0.648,0.448,7.29905191659424e-32
"FNBP1",5.28063273244455e-36,-0.55075556131464,0.881,0.956,8.52980605271769e-32
"AIMP1",7.06167627380752e-36,0.378986259923398,0.951,0.906,1.14067256850813e-31
"ND3",9.4642506269386e-36,0.552452101350763,0.998,0.994,1.52876040376939e-31
"DHX9",9.55126435709272e-36,0.49348199193327,0.775,0.612,1.54281573160119e-31
"TBC1D8",9.84721891226961e-36,-0.511988414449048,0.411,0.653,1.59062127089891e-31
"SHISA5",1.27578733399945e-35,-0.487225000624463,0.569,0.741,2.06077928060932e-31
"ECPAS",1.5068829797536e-35,0.465916776361791,0.503,0.276,2.43406807719599e-31
"CCNC",2.11447844479491e-35,0.569429098620554,0.71,0.553,3.41551703187722e-31
"PPP4R3A",2.25123355581869e-35,0.529564985898923,0.702,0.53,3.63641756271393e-31
"APPL1",5.60993986631513e-35,-0.466154474463704,0.951,0.96,9.06173586605883e-31
"FMNL3",6.06954073938243e-35,0.506054118763174,0.351,0.137,9.80412915632444e-31
"H1-4",6.72775283507937e-35,-0.459020878334894,0.178,0.399,1.08673391545037e-30
"NGDN",7.69050755500003e-35,0.465225979905526,0.511,0.304,1.24224768535916e-30
"DNAJB6",1.03447343400675e-34,0.441258917520372,0.453,0.225,1.6709849379511e-30
"NSD3",1.64058369786982e-34,-0.435714508372397,0.3,0.543,2.65003484716912e-30
"ADNP",1.7012968007501e-34,0.493671518858858,0.599,0.378,2.74810472225164e-30
"NECAP2",2.45754552531619e-34,-0.454265081541809,0.463,0.67,3.96967328704323e-30
"ENSBTAG00000040169",2.48491057528085e-34,0.421773628145864,0.384,0.168,4.01387605225116e-30
"ALDOA",3.32268021098629e-34,-0.483070942106578,0.767,0.861,5.36712534480616e-30
"AFF4",3.3351091391878e-34,0.476223465743067,0.831,0.689,5.38720179253005e-30
"MRPS31",3.51416502446116e-34,0.444426754204736,0.444,0.228,5.67643076401211e-30
"DAD1",3.74587136650773e-34,-0.431038193265171,0.277,0.505,6.05070601831993e-30
"RASSF5",4.13809531593297e-34,0.648580817181697,0.632,0.43,6.68426536382653e-30
"HMOX2",4.34402378438297e-34,0.497841769296016,0.395,0.182,7.01690161891381e-30
"RAC1",5.67950993859503e-34,0.45850735722063,0.978,0.958,9.17411240381255e-30
"LPXN",6.24532833421096e-34,-0.408632942958666,0.18,0.396,1.0088078858251e-29
"BTBD1",7.51908501036115e-34,0.447561731150542,0.549,0.334,1.21455780172364e-29
"TXNL1",9.06315635414598e-34,0.46578892182138,0.954,0.909,1.4639716458852e-29
"SH3BGRL",1.23584923814405e-33,-0.484520686521932,0.576,0.743,1.99626727437409e-29
"METTL2A",1.2818407930817e-33,0.41304441911646,0.458,0.232,2.07055743306487e-29
"FAM204A",1.30745348223768e-33,0.514903731480687,0.704,0.543,2.11192960985852e-29
"ATG16L1",1.4761723897495e-33,0.616465717417518,0.938,0.871,2.38446126116237e-29
"RAD50",1.55725569119239e-33,-0.401842734861129,0.146,0.354,2.51543511798306e-29
"CDKN2D",2.1153284182739e-33,0.646179472830724,0.812,0.684,3.41688999403782e-29
"ENSBTAG00000050705",2.170808186909e-33,0.425806754408893,0.618,0.397,3.5065064643141e-29
"TOP2B",2.70187041343776e-33,-0.453441585252373,0.323,0.558,4.36433127882601e-29
"JAML",2.93047973818654e-33,-0.508696408710188,0.201,0.421,4.73360392109272e-29
"GABPB1",3.61777528935165e-33,0.431856452625353,0.405,0.194,5.84379242488972e-29
"NIFK",3.73470980562945e-33,0.422502010362458,0.616,0.405,6.03267674903325e-29
"SCN3A",4.31459703436817e-33,-0.484696218640484,0.168,0.383,6.96936858961491e-29
"ATP6V1E1",4.46116784578907e-33,0.441927011835584,0.911,0.843,7.20612442130309e-29
"COMMD3",4.64124702573303e-33,-0.419591218732385,0.289,0.52,7.49700632066656e-29
"UBE2D2",4.79569165394246e-33,0.462608485712133,0.8,0.704,7.74648072861325e-29
"RPS27L",5.42281857680289e-33,0.499283378111346,0.837,0.736,8.7594788471097e-29
"IL21R",7.53855987544196e-33,-0.475144289805425,0.361,0.578,1.21770357668014e-28
"STK40",1.07899931984551e-32,-0.484596909851628,0.346,0.569,1.74290760134646e-28
"SUCLG1",1.19950819969444e-32,-0.364882806092729,0.339,0.572,1.93756559496642e-28
"DNASE1L3",2.00181438444978e-32,-0.482052126528061,0.217,0.438,3.23353077520173e-28
"SEPTIN6",2.10610182051082e-32,-0.508881730965356,0.283,0.501,3.40198627067113e-28
"BSG",2.39921970388665e-32,-0.384960751791589,0.273,0.508,3.8754595876881e-28
"MRPL33",3.0171390895892e-32,0.475357168608253,0.567,0.373,4.87358477141343e-28
"PSPH",3.13856489338121e-32,-0.578205587497459,0.653,0.794,5.06972387227867e-28
"CNRIP1",3.86754976649852e-32,-0.448709699316416,0.388,0.606,6.24725313782506e-28
"VPS35",4.17067833278687e-32,-0.393049516429448,0.142,0.344,6.73689671095063e-28
"FERMT3",5.0214764747933e-32,-0.410749053792445,0.295,0.519,8.11119094973362e-28
"MAP2K1",5.17691108834719e-32,-0.384801615034458,0.15,0.353,8.36226448100722e-28
"IRF4",5.25629303570394e-32,0.581743242988249,0.705,0.506,8.49049014057257e-28
"EXOC1",6.60441592593975e-32,-0.338708383464948,0.116,0.314,1.06681130451705e-27
"CD82",6.60899370882856e-32,-0.507742050029231,0.487,0.682,1.06755075378708e-27
"DEPDC7",6.82822907294942e-32,0.543489881115663,0.716,0.533,1.10296384215352e-27
