"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"ARPC4",1.14511118879426e-07,-0.620393575435015,0.43,0.846,0.00184969810325938
"PPP1R12A",1.26323309858405e-07,-0.385393114953766,0.152,0.553,0.00204050042414281
"HS6ST1",1.28995553639973e-07,-0.749685608400406,0.038,0.355,0.00208366517794649
"AP2A2",1.45679630042451e-07,-0.567422811260007,0.253,0.658,0.0023531630640757
"ARHGAP17",1.46259465816722e-07,-0.317943654944139,0.139,0.496,0.0023625291513375
"JUNB",1.49879701971925e-07,-1.18498963694263,0.595,0.855,0.0024210068259525
"CIRBP",1.6396680860079e-07,-0.484895356577311,0.266,0.662,0.00264855585932856
"COX17",1.64986371296371e-07,-0.469010886297309,0.19,0.557,0.00266502485555027
"STING1",1.68539772916424e-07,-0.370041903225298,0.089,0.447,0.002722422951919
"SNRPC",1.70422823265732e-07,-0.55428506299433,0.19,0.535,0.00275283986421138
"CEP170",1.77942198962021e-07,-0.380166081905553,0.101,0.465,0.00287430033983352
"GLG1",1.82898714448361e-07,-0.330978399693253,0.101,0.465,0.00295436293448438
"BRD2",1.8589331560942e-07,-0.531901875400763,0.367,0.785,0.00300273472703896
"NSD3",1.86402803662349e-07,-0.338359117130581,0.063,0.399,0.00301096448755793
"EP300",2.0249990365796e-07,-0.39485534269136,0.076,0.404,0.00327098094378703
"TUT4",2.16094911485065e-07,-0.694996966071903,0.063,0.382,0.00349058110521826
"NCOR1",2.23622933613252e-07,-0.277322242200908,0.165,0.535,0.00361218124665485
"OAT",2.26285786384346e-07,-0.326536248217092,0.152,0.509,0.00365519430746634
"ASH1L",2.27991500611164e-07,-0.268858937809308,0.165,0.544,0.00368274670937213
"CD302",2.29659412816584e-07,-0.606633512940845,0.101,0.43,0.00370968849522628
"PSMD4",2.46841737632011e-07,-0.599362572659309,0.101,0.425,0.00398723458796987
"PPP2R5A",2.47227369387539e-07,-0.253450421607214,0.177,0.561,0.00399346369771691
"FKBP5",2.5602468134461e-07,-0.393637537503102,0.063,0.39,0.00413556667775949
"TNFSF13",2.57965413249504e-07,-0.582088902209497,0.089,0.421,0.00416691532021924
"PSMB1",2.70473707417707e-07,-0.363236429990925,0.304,0.719,0.00436896179591822
"OXR1",2.88636816725858e-07,-0.699625180666871,0.025,0.311,0.00466235050057279
"ATP5MPL",2.94715088542247e-07,-0.66057765944746,0.342,0.741,0.00476053282522292
"LRPAP1",3.01184575801875e-07,-0.261287185973606,0.203,0.583,0.00486503445292768
"COTL1",3.03795905832167e-07,-0.654854152838168,0.658,0.921,0.00490721526690699
"LY86",3.09392683017359e-07,-0.558176953358737,0.152,0.518,0.0049976200087794
"LMAN2",3.53185991732148e-07,-0.659964491370676,0.139,0.465,0.00570501332444939
"METAP2",3.56319001496053e-07,-0.524898675506853,0.165,0.504,0.00575562083116574
"CMTM6",3.6897251917608e-07,-0.561231014754124,0.19,0.539,0.00596001310225122
"TNRC6A",3.72186610420629e-07,-0.651288114773182,0.101,0.408,0.00601193031812443
"LAT2",3.74867161230389e-07,-0.259750054364192,0.241,0.596,0.00605522925535447
"ENSBTAG00000051981",3.90327235753623e-07,-0.539602077236518,0.038,0.342,0.00630495583912828
"CD81",3.90514845815648e-07,-0.532902504422683,0.418,0.851,0.00630798630446017
"VPS13C",3.94772392243556e-07,-0.401952833605188,0.089,0.408,0.00637675845191016
"RAP1A",3.95588295090843e-07,-0.27247457584338,0.177,0.57,0.00638993773060239
"ARHGAP30",4.09550930439575e-07,-0.389850537827524,0.114,0.456,0.00661547617939046
"RGS19",4.30006106440621e-07,-0.396695877072018,0.165,0.531,0.00694588863733536
"ZEB2",4.3750147775531e-07,-0.355797506441737,0.089,0.417,0.00706696137018152
"ANP32B",4.64247641577476e-07,-0.257363016217944,0.354,0.715,0.00749899215440097
"TASL",4.79750960095615e-07,-0.585831772664396,0,0.263,0.00774941725842446
"STXBP2",4.86951003291585e-07,-0.438986589381079,0.101,0.425,0.00786571955616898
"TGFBI",4.93288501443954e-07,-0.396666281776094,0.367,0.82,0.00796808916382419
"APBB1IP",5.04073562354621e-07,-0.255139591991721,0.418,0.785,0.00814230025271419
"FBXL5",5.16593113864486e-07,-0.449569263792457,0.063,0.377,0.00834452856825304
"TMEM256",5.32594863346802e-07,-0.536016646921685,0.329,0.728,0.0086030048276409
"SIPA1",5.34330346373851e-07,-0.285922478202698,0.19,0.548,0.00863103808497682
"BMP2K",5.56221481760025e-07,-0.631174986229524,0.114,0.439,0.00898464559486969
"PDIA5",5.60139255927991e-07,-0.477601556356019,0.038,0.333,0.00904792940100484
"CHD1",5.64391433577235e-07,-0.425666769795307,0.241,0.614,0.00911661482657308
"TMBIM1",5.87192983800468e-07,-0.371387873223753,0.253,0.627,0.00948492826732896
"MEA1",6.02402070186603e-07,-0.463411943608627,0.101,0.412,0.0097306006397242
"ATP5ME",6.02528682083899e-07,-0.626354225907366,0.367,0.789,0.00973264580170122
"C15H11orf58",6.66131198349515e-07,-0.464445905802873,0.139,0.482,0.0107600172469397
"NDUFB7",6.69229242563511e-07,-0.533903616129645,0.291,0.675,0.0108100599551284
"TLE4",6.69539810409705e-07,0.479661338151119,0.177,0.548,0.010815076557548
"EIF4A1",6.95784243484837e-07,-0.364089856932353,0.468,0.851,0.0112390028850106
"CD74",6.96483899730274e-07,-0.580329458431695,0.658,0.912,0.0112503044323431
"PRPF8",6.98620406744003e-07,-0.328903827244756,0.063,0.377,0.0112848154301359
"UBN1",7.0468902513075e-07,-0.346299146856698,0.076,0.395,0.011382841822937
"SCP2",7.11000407263651e-07,-0.393604238546815,0.329,0.702,0.0114847895785298
"NKTR",7.30908651234824e-07,-0.717319116332282,0.152,0.482,0.0118063674433961
"USP8",7.37980242267281e-07,-0.713492778633937,0.076,0.368,0.0119205948533434
"FKBP1A",7.58313751272039e-07,-0.652620894345367,0.241,0.566,0.0122490420242972
"PAIP1",7.60144666555115e-07,-0.310287624503208,0.038,0.32,0.0122786167988648
"MFNG",7.6906004906538e-07,-0.536487178960924,0.101,0.412,0.0124226269725531
"FLT1",7.92119762622279e-07,0.703191071203043,0.152,0.013,0.0127951105256377
"LACTB",7.9444864991757e-07,-0.293115055980853,0.203,0.575,0.0128327290421185
"PTBP1",8.38993070076253e-07,-0.332150321144149,0.291,0.649,0.0135522550609417
"PSTPIP2",8.40872100630043e-07,-0.573448742914569,0.038,0.325,0.0135826070414771
"ATP8",8.42754699984584e-07,-0.665207691067506,0.228,0.57,0.013613016668851
"GPCPD1",8.51635227193604e-07,-0.460583322454587,0.063,0.355,0.0137564638248583
"MGST1",8.65757147670393e-07,-0.553733224205325,0.051,0.355,0.0139845752063199
"MRPL51",8.6707935596925e-07,-0.593388903029119,0.038,0.311,0.0140059328369713
"XRN1",9.01510679989889e-07,-0.825099422515502,0.063,0.355,0.0145621020138767
"CEBPZ",9.15674101524374e-07,-0.464614303338334,0.228,0.592,0.0147908837619232
"C5AR1",9.32100147204883e-07,-0.396743107504653,0.19,0.539,0.0150562136778005
"DDX24",9.79929722747105e-07,-0.378444447318996,0.215,0.557,0.015828804811534
"CD55",9.92035864036787e-07,-0.467911933771209,0.228,0.592,0.0160243553117862
"MIDN",1.00333518182281e-06,-0.451384348062957,0.177,0.531,0.0162068731919838
"SUB1",1.03507325563014e-06,-0.281819507293309,0.392,0.715,0.0167195382981937
"NT5C",1.05215125060242e-06,-0.373026457345867,0.215,0.566,0.0169953991509809
"CLINT1",1.07492684002129e-06,-0.269378875456409,0.165,0.504,0.0173632932468639
"HIF1A",1.07679883267497e-06,-0.563491372695158,0.367,0.776,0.0173935315441987
"PLA2G7",1.10002693401478e-06,-0.691719365250907,0.101,0.421,0.0177687350651407
"CHORDC1",1.19437277826507e-06,-0.427373823893786,0.013,0.276,0.0192927034873156
"ANXA3",1.20007012477198e-06,-0.470162817872391,0.165,0.491,0.0193847327254418
"SERTAD1",1.21943909080801e-06,-0.517700719113927,0.278,0.64,0.0196975996338218
"ADAM10",1.22204370798727e-06,-0.369000641559813,0.101,0.408,0.0197396720151184
"AAMP",1.22629354934304e-06,-0.395005283661625,0.152,0.491,0.0198083197025382
"SRGAP2",1.27658643001582e-06,-0.491735581386482,0.076,0.382,0.0206207006040456
"WSB1",1.33487256911825e-06,-0.413924368961689,0.089,0.404,0.0215621966089672
"CFD",1.34734812104308e-06,-0.537227621934986,0.734,0.921,0.0217637141992089
"ARPC3",1.34992125589123e-06,-0.60431908050103,0.494,0.829,0.0218052780464111
"SLC9A9",1.36581488587635e-06,-0.472242680693121,0,0.246,0.0220620078515606
"ATP5MC2",1.45837573551871e-06,-0.565941613431588,0.278,0.61,0.0235571432558336
"CFP",1.46597177057057e-06,-0.446228424434703,0.405,0.833,0.0236798420100263
"CAPN2",1.51659978473043e-06,-0.31974127669826,0.241,0.588,0.0244976363227506
"ATF3",1.57117312510131e-06,-0.649651748056589,0.506,0.877,0.0253791594897614
"SARAF",1.57684200799184e-06,-0.255008868379759,0.089,0.408,0.0254707289550922
"ENSBTAG00000037605",1.57842691699653e-06,-0.52955183175766,0.329,0.754,0.0254963299902449
"ATP5PD",1.60182258229686e-06,-0.432373988911202,0.405,0.759,0.0258742401718411
"DDX5",1.61361488017455e-06,-0.5885886995371,0.785,0.965,0.0260647211594595
"VAMP8",1.61483582455418e-06,-0.364831935936692,0.392,0.737,0.0260844430740236
"GNB2",1.73059455637255e-06,-0.254952738061532,0.38,0.759,0.0279542938690857
"CCR1",1.74402134558485e-06,-0.367279587330654,0.127,0.443,0.028171176795232
"DR1",1.78974974571837e-06,-0.341604815416777,0.063,0.36,0.0289098276425888
"ASMTL",1.80728051449057e-06,-0.530268912416418,0.063,0.338,0.0291930021505662
"AKR7A2",1.83125097124045e-06,-0.364784823326403,0.291,0.667,0.0295801969384469
"LYN",1.84774495325165e-06,-0.471023712816355,0.494,0.855,0.0298466242298739
"PPT1",1.8610925645523e-06,-0.377740211847568,0.342,0.711,0.0300622281952132
"TARS1",1.92184187110955e-06,-0.455883825928854,0.203,0.544,0.0310435117440326
"CCT2",1.9747842683002e-06,-0.392104400582939,0.241,0.583,0.0318986902858532
"STK4",2.13783987692919e-06,-0.345122803204143,0.089,0.39,0.0345325275320373
"PAIP2",2.15438959288014e-06,-0.53205794565657,0.063,0.342,0.034799855093793
"PSMB4",2.15780435037914e-06,-0.463402622879858,0.278,0.636,0.0348550136716742
"PTPN6",2.25716798487197e-06,-0.317670681573137,0.228,0.583,0.036460034459637
"MDH2",2.30517371008552e-06,-0.450703403476038,0.241,0.627,0.0372354709390113
"RPS29.1",2.30994661103855e-06,-0.552742925625582,0.785,0.939,0.0373125676081057
"SREBF2",2.37254936073824e-06,-0.540323757220815,0.127,0.408,0.0383237898240047
"HSPA4",2.53292730082069e-06,-0.266783132889141,0.076,0.36,0.0409143746901566
"NDUFA4L2",2.55655584458648e-06,0.499312626055941,0.114,0.004,0.0412960465576055
"HNMT",2.57753885363379e-06,-0.306385133602327,0.101,0.421,0.0416349851027466
"LEMD2",2.59258466589299e-06,-0.278432369330855,0.089,0.395,0.0418780201081694
"SUMO2",2.61100796357797e-06,-0.32573019146386,0.354,0.728,0.042175611635675
"MSL3",2.67094223181417e-06,-0.694628875627133,0.089,0.36,0.0431437298704943
"EIF3L",2.71001451548876e-06,-0.595124975488832,0.139,0.461,0.04377486446869
"MRPS14",2.77193389100752e-06,-0.500915490158829,0.076,0.36,0.0447750481414445
"GRB2",2.8355920825892e-06,-0.388204037769128,0.418,0.772,0.0458033189100633
"TGFB1",2.89058185892609e-06,-0.300712437658992,0.241,0.588,0.0466915687672331
"FBXO9",2.89470238001634e-06,-0.523701003348428,0.152,0.456,0.0467581275444039
"CYRIB",2.91079184527673e-06,-0.262174949240357,0.165,0.504,0.0470180206767551
"RAB35",2.92116282587072e-06,-0.411325652026202,0.025,0.281,0.0471855431262897
"HNRNPR",2.96631480257227e-06,-0.467054822559607,0.127,0.434,0.0479148830059499
"RSRP1",3.06282391371124e-06,-0.659057999181649,0.101,0.386,0.0494737946781777
"SIRPA",3.08104740224401e-06,-0.34503747991492,0.456,0.846,0.0497681586884476
"MARK3",3.08580743491529e-06,-0.566836331481424,0.038,0.303,0.0498450474961866
"CD1D",3.10131765752857e-06,-0.335113107055048,0.076,0.368,0.050095584122059
"LTBR",3.1260016638338e-06,-0.506820076658281,0.101,0.39,0.0504943048759074
"PAM",3.129098873829e-06,-0.415283626035915,0.203,0.535,0.0505443341089599
"ABCA6",3.1372520456823e-06,-0.523636475052745,0.063,0.351,0.0506760322939062
"HNRNPUL2",3.22425903930671e-06,-0.33821150106031,0.139,0.434,0.0520814562619213
"BOD1L1",3.29178623889318e-06,-0.344812045613234,0.291,0.658,0.0531722231168415
"FAM120A",3.29376298777631e-06,-0.264301571109147,0.152,0.478,0.0532041535415507
"LRP1",3.47624479422859e-06,-0.61429782755989,0.101,0.382,0.0561517821611745
"CYP3A4",3.50075230141754e-06,0.885275967491572,0.203,0.039,0.0565476519247975
"TRA2A",3.58100280068827e-06,-0.449952902803676,0.165,0.487,0.0578439382395176
"MBNL2",3.58182329863221e-06,-0.430029723699815,0.114,0.425,0.0578571917428062
"ATP1B3",3.62923164974523e-06,-0.315059323655571,0.266,0.605,0.0586229788383347
"SENP6",3.64347478328638e-06,-0.540422661332437,0.165,0.474,0.058853048174425
"EIF4E3",3.67717614990424e-06,-0.548080782111642,0.013,0.25,0.0593974263494032
"DAZAP2",3.68995061791609e-06,-0.318850430612749,0.278,0.632,0.0596037723311987
"CMTM3",3.72449292034817e-06,-0.361529327401225,0.139,0.465,0.0601617341423841
"GNG2",3.7899033604325e-06,-0.447150976801168,0.038,0.294,0.0612183089810662
"PRDX3",3.79710642177327e-06,-0.481191283607871,0,0.228,0.0613346600309037
"PRKCB",3.8264533971483e-06,-0.316419587678602,0.063,0.351,0.0618087017241365
"RGS10",3.90706181907476e-06,-0.310899246822651,0.228,0.557,0.0631107695635147
"TBC1D9",3.95085378733008e-06,-0.329752508991323,0.089,0.399,0.0638181412267427
"ARF4",3.96681903789089e-06,-0.52988387546073,0.152,0.469,0.0640760279190515
"CD86",3.9877158650798e-06,-0.293656449123445,0.139,0.447,0.0644135743686341
"FNBP4",4.03481910457317e-06,-0.435643294582532,0.266,0.618,0.0651744329961704
"CDC42",4.05446849920237e-06,-0.455051143081592,0.468,0.86,0.0654918296676158
"PYGL",4.15357209437561e-06,-0.289151863152296,0.177,0.487,0.0670926500404493
"SMARCE1",4.18763551622532e-06,-0.405963783305766,0.19,0.5,0.0676428764935876
"IDI1",4.23436544255849e-06,-0.484163719456926,0.013,0.254,0.0683977049936473
"SEC63",4.30749677281003e-06,-0.273235395205807,0.038,0.298,0.0695789953712004
"TNRC18",4.31582005979697e-06,-0.446631083271721,0.063,0.333,0.0697134414259005
"PSME1",4.32240624313169e-06,-0.388565131535658,0.316,0.667,0.0698198280453063
"MAPRE1",4.3834131926612e-06,-0.316838832734406,0.19,0.513,0.0708052733010564
"CASP1",4.40982567619599e-06,-0.457168940957519,0.051,0.325,0.0712319141475938
"TFE3",4.47609514110723e-06,-0.494446321073636,0.076,0.346,0.0723023648143051
"BOLA-DRA",4.51555833407106e-06,-0.469626248126338,0.582,0.877,0.0729398137702499
"CD48",4.5227971804465e-06,-0.474997348118398,0.291,0.632,0.0730567428557524
"HNRNPM",4.54872531093157e-06,-0.420267149000445,0.354,0.728,0.0734755599474777
"RREB1",4.56514303573856e-06,-0.426376724700655,0.076,0.36,0.073740755456285
"IPO5",4.68211866389327e-06,-0.549095404612465,0.038,0.294,0.075630262777868
"ENSBTAG00000013919",4.75335596001511e-06,-0.480810033246896,0.582,0.904,0.076780958822124
"SF3B2",4.91654348789131e-06,-0.367930098386629,0.253,0.596,0.0794169269599083
"EIF3F",5.04920209856053e-06,-0.488988247785397,0.253,0.592,0.0815597614980483
"SRSF7",5.08345168752554e-06,-0.470878513723282,0.266,0.627,0.0821129951086
"KTN1",5.30959531773659e-06,-0.416000371740048,0.215,0.553,0.0857658931673991
"NOP58",5.46586297847936e-06,-0.544480118369123,0.177,0.496,0.0882900846913771
"ALYREF",5.52129481475098e-06,-0.361224728975721,0.342,0.697,0.0891854751426726
