"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"SDF2L1",5.59751036995153e-06,-0.307465135618431,0.203,0.522,0.0904165850058271
"UBE3A",5.63165762179452e-06,-0.590748068602387,0.013,0.246,0.090968165564847
"METRNL",5.63828631507633e-06,-0.39756270384127,0.43,0.772,0.0910752388474279
"TMEM259",5.74057007263506e-06,-0.374706418023903,0.101,0.39,0.0927274283832741
"ITSN2",5.81625363654784e-06,-0.318602972728281,0.063,0.333,0.0939499449911572
"RASSF4",5.82774589671822e-06,-0.311342592942133,0.076,0.355,0.0941355794696894
"IL4R",6.08322465957688e-06,-0.40929072221635,0.063,0.333,0.0982623279261454
"CEBPD",6.13162016525614e-06,-0.731886853986952,0.544,0.864,0.0990440605293824
"CORO1A",6.19742917790076e-06,-0.572534993406612,0.481,0.851,0.100107073510631
"TENT5A",6.26970519344649e-06,-0.804351607168176,0.076,0.346,0.101274547989741
"ENSBTAG00000011511",6.27227690202838e-06,-0.39411297191147,0.127,0.412,0.101316088798464
"TACC3",6.2769211938749e-06,-0.503280274421026,0,0.219,0.101391108044661
"EIF3H",6.3397438533406e-06,-0.388491510346879,0.266,0.618,0.102405882463011
"TRIP12",6.38755477114497e-06,-0.414074992962801,0.063,0.329,0.103178172218305
"ARID4B",6.60737827432661e-06,-0.583219871442041,0.139,0.417,0.106728981265198
"CTNNBIP1",6.80608670365921e-06,-0.530510902422629,0.038,0.285,0.109938718524207
"SLC39A7",6.9009504386345e-06,-0.433716726373308,0.038,0.281,0.111471052435263
"KARS1",7.10066728913422e-06,-0.35120476858116,0.165,0.461,0.114697078721385
"H3-3B",7.15054849046725e-06,-0.698965663559177,0.785,0.965,0.115502809766518
"SLIRP",7.16580654744654e-06,-0.308889950216317,0.165,0.478,0.115749273160904
"FCN1",7.16935681073541e-06,-0.859077424666847,0.494,0.851,0.115806620563809
"PTGER4",7.21968823349192e-06,-0.33186332588987,0.19,0.5,0.116619624035595
"CCNL1",7.30272713067631e-06,-0.66991866332451,0.557,0.904,0.117960951341814
"TAGLN2",7.31098015131885e-06,-0.349363954167812,0.354,0.75,0.118094262384253
"ENSBTAG00000045937",7.3655889591903e-06,-0.461880014301463,0.101,0.377,0.118976358457801
"PGD",7.3876580467797e-06,-0.384722384500615,0.278,0.623,0.119332840429632
"DCTN2",7.43131934497057e-06,-0.294290845237714,0.278,0.601,0.12003810137931
"FES",7.45152511056331e-06,-0.260455332351719,0.114,0.417,0.120364485110929
"CFL1",7.65733638578461e-06,-0.442530211093855,0.684,0.965,0.123688954639579
"SH3GLB1",7.7151685933136e-06,-0.313011934061615,0.291,0.632,0.124623118287795
"OTULINL",7.90405577800545e-06,-0.278404203197725,0.139,0.452,0.127674212982122
"SASH3",7.96089528915879e-06,-0.2877623871852,0.025,0.263,0.128592341605782
"TBC1D8",7.99709681977936e-06,-0.43225816937852,0.038,0.285,0.129177104929896
"RWDD1",8.11582093238605e-06,-0.349108913216408,0.253,0.583,0.131094855520832
"TTLL12",8.25797836578279e-06,-0.530606803194934,0.063,0.32,0.133391124542489
"C23H6orf62",8.42422724244646e-06,-0.301797665157696,0.215,0.548,0.136076542647238
"MICU1",8.88985132538668e-06,-0.254241665586128,0.038,0.289,0.143597768458971
"BRB",8.97289956665842e-06,-1.11681137925234,0.304,0.64,0.144939246700234
"SUMO3",9.06274051315798e-06,-0.330776825749826,0.076,0.338,0.146390447509041
"TRAFD1",9.11812291640507e-06,-0.365880515787117,0.127,0.408,0.147285039468691
"PSTPIP1",9.16997780003818e-06,-0.317678777590172,0.354,0.684,0.148122651404017
"CLEC12A",9.43778251848709e-06,-0.276576247659263,0.278,0.684,0.152448501021122
"PDXDC1",9.47433425807693e-06,-0.308337151982637,0.038,0.285,0.153038921270717
"RASGRP4",9.58136681668489e-06,-0.405999887244451,0.063,0.325,0.154767818189911
"B4GALT1",9.63467834200535e-06,-0.459032426915985,0.215,0.518,0.155628959258412
"PSMD1",9.66205651551503e-06,-0.309315083439899,0.152,0.469,0.156071198895114
"CHIC2",9.66973370732101e-06,-0.523823465134245,0.051,0.289,0.156195208574356
"TXNDC17",9.90935236715414e-06,-0.357641523033489,0.203,0.5,0.160065768786641
"UBE2E3",1.01157343274724e-05,-0.549926709207647,0.19,0.487,0.163399456591661
"SNX10",1.03031779226544e-05,-0.41214826671058,0.278,0.601,0.166427232984637
"BANK1",1.03186462134716e-05,-0.485701070814993,0,0.211,0.166677092286206
"SLTM",1.05620013025665e-05,-0.423798399740424,0.19,0.491,0.170608007040356
"KRTCAP2",1.06188822366989e-05,-0.410124659308748,0.152,0.439,0.171526804769397
"ITGAL",1.08308753470937e-05,-0.405367494488167,0.076,0.333,0.174951129481604
"NOS2",1.08880119720902e-05,0.636895104169211,0.101,0.004,0.175874057385172
"PRR13",1.09201324956253e-05,-0.330175914895132,0.228,0.544,0.176392900201835
"TRIR",1.09417801846971e-05,-0.252728214232207,0.19,0.526,0.176742575323412
"NTPCR",1.10122933059428e-05,-0.442443434287286,0.013,0.232,0.177881573770894
"FLII",1.11497568242894e-05,-0.500859414638441,0.089,0.36,0.180102021982746
"CDKN2AIPNL",1.12556856120367e-05,-0.26561603490665,0.114,0.395,0.181813089691229
"TOPORS",1.12886038970431e-05,-0.407956155592737,0.253,0.601,0.182344818748938
"UBXN4",1.14489405939115e-05,-0.487852317064197,0.165,0.452,0.184934737413453
"SFPQ",1.15603537091448e-05,-0.361989009996993,0.38,0.737,0.186734393463816
"MAPKAPK3",1.16212500775026e-05,-0.516939073183636,0.127,0.421,0.1877180525019
"URI1",1.16749621453356e-05,-0.510180506980574,0.038,0.276,0.188585663533606
"HMGB1",1.17279254984043e-05,-0.29508582343553,0.405,0.776,0.189441180575725
"EIF3J",1.17937341315981e-05,-0.470833408955779,0.203,0.491,0.190504187427705
"NUDT3",1.21415868737441e-05,-0.253004889462557,0.139,0.425,0.196123052771589
"F13A1",1.24534065325447e-05,-0.635475282485575,0.481,0.838,0.201159875720195
"DCAF12",1.25455970498982e-05,-0.308304750792757,0.089,0.36,0.202649029147006
"TAGAP",1.26514673391392e-05,-0.578450981848439,0.152,0.461,0.204359151929115
"ARAF",1.30877825060763e-05,-0.377145182191216,0.354,0.746,0.21140695082065
"PTPRJ",1.34593592829013e-05,-0.524109275486359,0.025,0.25,0.217409030496705
"IFNGR1",1.35023522497512e-05,-0.292815589483902,0.177,0.5,0.218103495890232
"PHF5A",1.35844924452125e-05,-0.291599476203743,0.051,0.303,0.219430306467518
"TXN2",1.37814213670371e-05,-0.491738921639156,0.165,0.452,0.222611299341751
"ENSBTAG00000050846",1.38563636616778e-05,-0.272219840703449,0.089,0.355,0.223821842227081
"NOP53",1.3871991479333e-05,-0.286005610011536,0.101,0.377,0.224074278365667
"FBXW11",1.39238734847208e-05,-0.363486374814228,0.101,0.364,0.224912328398695
"ERGIC1",1.41069425313843e-05,-0.329162769822824,0.063,0.325,0.22786944270945
"TOR1AIP1",1.41083856619151e-05,-0.446343837788392,0.139,0.43,0.227892753596915
"DRAP1",1.43586585687522e-05,-0.304740613306094,0.177,0.461,0.231935411861054
"YIPF3",1.44661982734496e-05,-0.254358938412036,0.089,0.364,0.233672500711031
"TUT7",1.44971419736702e-05,-0.368998897213348,0.127,0.399,0.234172334300695
"SREK1",1.46659515518386e-05,-0.361067774742822,0.152,0.43,0.236899115416849
"SMIM4",1.4812357787228e-05,-0.404039917846345,0.101,0.377,0.239264015337094
"TMEM258",1.48201836448211e-05,-0.267300521297953,0.228,0.518,0.239390426414795
"ABTB1",1.49432400903531e-05,-0.59349296585038,0.114,0.39,0.241378157179473
"PMPCB",1.49806007213103e-05,-0.505333352780117,0.025,0.25,0.241981643451325
"PPP4R3A",1.49894000001385e-05,-0.565185729373345,0.241,0.553,0.242123778202237
"LAMP1",1.51977626732686e-05,-0.520216588453494,0.671,0.939,0.245489460461308
"ENSBTAG00000047265",1.52131230446614e-05,-0.500437301731305,0.203,0.522,0.245737576540415
"MANBAL",1.61837714124783e-05,-0.354964914355045,0.038,0.276,0.261416459625762
"YWHAE",1.64277104005809e-05,-0.420571050917455,0.418,0.776,0.265356806100583
"BCL2L15",1.65181199803657e-05,-0.294283210283662,0.089,0.364,0.266817192042847
"SLC4A7",1.65409761074032e-05,-0.304805823281235,0.241,0.548,0.267186387062884
"PPIG",1.67294633323003e-05,-0.366395293432114,0.101,0.368,0.270231021206647
"ACTR1A",1.68790307452264e-05,-0.327704073273436,0.013,0.228,0.272646983627642
"FOS",1.71691970157333e-05,-0.723084548770384,0.57,0.851,0.27733403939514
"FGD2",1.74026710813972e-05,-0.425287522580498,0.114,0.395,0.281105345977809
"DAZAP1",1.74288114392775e-05,-0.417733626981312,0.101,0.368,0.281527591178649
"CCL3",1.75212903646007e-05,0.778680386331085,0.873,0.912,0.283021403259394
"SH3BP1",1.76301278103722e-05,-0.364723643972366,0.089,0.351,0.284779454520942
"BCAP31",1.77182028804126e-05,-0.330597622492429,0.342,0.675,0.286202131127304
"PREX1",1.81510426900581e-05,-0.41601669675382,0.152,0.439,0.293193792572508
"POLR2L",1.82811462584335e-05,-0.301664158409698,0.316,0.654,0.295295355512476
"TOMM22",1.88596489630704e-05,-0.484151359879754,0.215,0.522,0.304639909700476
"EIF2AK3",1.94575927569983e-05,-0.279131932151754,0.076,0.338,0.314298495803793
"FMR1",1.96823127636513e-05,-0.32653681790239,0.051,0.294,0.317928398071259
"ELK3",2.00530643659364e-05,-0.375257163127955,0.013,0.224,0.32391714870297
"ENSBTAG00000047621",2.03877730062264e-05,-0.644897986532779,0.025,0.246,0.329323697369575
"USO1",2.04362437953869e-05,-0.332896993648222,0.063,0.311,0.330106646026885
"AGGF1",2.05793945128329e-05,-0.337144898986584,0.051,0.294,0.33241895956579
"LCP1",2.07551104667764e-05,-0.509598806993794,0.696,0.921,0.33525729936984
"USP47",2.09606531151555e-05,-0.511175358481922,0.038,0.259,0.338577429769107
"UTP11",2.15292683974634e-05,-0.416533765416631,0,0.197,0.347762272424226
"RNF187",2.19201131270717e-05,-0.299018957246147,0.038,0.276,0.354075587341589
"NCSTN",2.20437116408751e-05,-0.413781530805769,0.076,0.333,0.356072074135055
"EIF2AK2",2.21251907287e-05,-0.582575745865584,0.051,0.289,0.357388205840692
"SMARCA2",2.21523431440822e-05,-0.618150604209335,0.114,0.368,0.357826798806359
"PCMT1",2.30943908121747e-05,-0.479084055086544,0.228,0.491,0.373043694789058
"MICOS13",2.32256720725067e-05,-0.267740499185202,0.291,0.623,0.3751642809872
"MSRB1",2.34140098442808e-05,-0.388408893513061,0.063,0.303,0.378206501014668
"RGL1",2.35861012920883e-05,-0.267330042866157,0.114,0.404,0.380986294171102
"SETX",2.3688683674197e-05,-0.554032931250197,0.101,0.36,0.382643307389304
"BACH1",2.45723333434215e-05,-0.33613679720903,0.051,0.294,0.396916900496287
"VAC14",2.46219239318776e-05,-0.379618784507855,0.127,0.399,0.397717937271618
"CASP4",2.47777164400891e-05,-0.535288127104187,0.076,0.32,0.400234453656759
"ANKRD12",2.4789879467379e-05,-0.306083766056222,0.405,0.719,0.400430923036573
"SCPEP1",2.53407598252284e-05,-0.33118444527566,0.291,0.645,0.409329293456914
"ZBTB1",2.54052832749635e-05,-0.519021341265438,0.038,0.263,0.410371540740485
"CD46",2.57064040252337e-05,-0.345535389284665,0.19,0.487,0.415235544219601
"LYST",2.58713741407792e-05,-0.322110479241888,0.025,0.25,0.417900306496006
"RBIS",2.61022391747858e-05,-0.33683683921443,0.152,0.43,0.421629469390315
"PARK7",2.62548855093316e-05,-0.275835859866547,0.203,0.513,0.424095165632233
"OARD1",2.62741526215091e-05,-0.396147148455445,0.038,0.272,0.424406387295237
"LARP4",2.67373895440713e-05,-0.437582949875102,0.063,0.294,0.431889053305384
"AP3B1",2.67555008999354e-05,0.300906173036404,0.101,0.386,0.432181606036657
"SLC16A1",2.74067887537573e-05,-0.601571005153279,0.089,0.329,0.442701858739442
"IFITM3",2.74380218589627e-05,-0.449114583027152,0,0.193,0.443206367087824
"ZBTB7B",2.78935276975957e-05,-0.415243847936021,0.025,0.237,0.450564152899263
"DYNC1LI1",2.89034278887469e-05,-0.431663370338756,0.215,0.513,0.466877070686929
"NRAS",2.91608630133663e-05,-0.311453786786481,0.051,0.285,0.471035420254907
"MACROH2A1",3.00919956272431e-05,-0.295152497425206,0.203,0.491,0.486076005366858
"OLR1",3.02628091253139e-05,-0.294482240603532,0.101,0.373,0.488835155801196
"PPP2R1A",3.0987776023916e-05,-0.35078258951714,0.139,0.417,0.500545546114315
"RAB6A",3.11964648669871e-05,-0.383093175767294,0.013,0.215,0.503916496996443
"KPNB1",3.11972877052303e-05,-0.531205521576374,0.051,0.272,0.503929788302584
"EHD1",3.15497387749105e-05,-0.448379561946725,0.063,0.294,0.509622930431129
"ASXL1",3.15682452524956e-05,-0.450439105957725,0.063,0.307,0.509921865563561
"NDEL1",3.21343331035669e-05,-0.288980740357472,0.291,0.623,0.519065882621917
"SLC12A7",3.25919170625235e-05,-0.343131679738457,0.076,0.316,0.526457236310943
"OAZ1",3.29538983294506e-05,-0.447664295442358,0.418,0.811,0.532304319715615
"UBTF",3.30586039610575e-05,-0.283575745124005,0.127,0.395,0.533995629782962
"GINM1",3.3651978680258e-05,-0.275048772879665,0.063,0.303,0.543580411622207
"SPAST",3.38064150852913e-05,-0.288042740560171,0.025,0.241,0.54607502287271
"RCC2",3.39407051169824e-05,-0.344472401590521,0.152,0.412,0.548244209754617
"PAN3",3.4056119149716e-05,-0.413405930385926,0.038,0.254,0.550108492625363
"CPNE3",3.48142061373036e-05,-0.29289689660813,0.051,0.281,0.562353871735864
"LCORL",3.49234140836686e-05,-0.32647346179115,0,0.189,0.564117907693499
"RFXANK",3.5421790118548e-05,-0.459813066030166,0.051,0.276,0.572168175784907
"TRABD",3.55150825521458e-05,-0.283110846298379,0.165,0.447,0.573675128464811
"FURIN",3.57685113964813e-05,0.352152126339164,0.127,0.412,0.577768764587363
"ENSBTAG00000022204",3.70944395375147e-05,-0.418184826243572,0.063,0.298,0.599186481849475
"ELMO1",3.71671789970214e-05,-0.263617573003244,0.076,0.325,0.600361442338886
"ZGPAT",3.76802137247136e-05,-0.354119157070931,0.101,0.368,0.608648492295299
"CCNI",3.77621026551491e-05,-0.355396929866347,0.203,0.496,0.609971244188624
"COPB1",3.77871889403052e-05,-0.319866650620294,0.114,0.373,0.610376462952749
"QKI",3.87178861796592e-05,-0.3822787485251,0.165,0.43,0.625410015460034
"HNRNPU",3.87478135356399e-05,-0.417112999919498,0.468,0.816,0.625893432041191
"NR1H3",3.90702795477382e-05,-0.301492883768936,0.038,0.268,0.631102225534614
"MX2",3.92352679745337e-05,-0.527087547260436,0.013,0.215,0.633767283592643
"ARID5B",3.94171830054793e-05,-0.318387739295218,0.127,0.386,0.636705757087507
"HNRNPAB",3.95240272552731e-05,-0.412549609248015,0.38,0.724,0.638431612254427
"KDM2A",3.97565154650003e-05,-0.340868891615357,0.101,0.346,0.64218699430615
"PHF3",3.99287258881562e-05,-0.285488911155009,0.203,0.482,0.644968709271387
"KATNA1",4.00226581713552e-05,-0.393225589161398,0.013,0.211,0.6464859974419
"ABCF1",4.00569774565481e-05,-0.388350887803022,0.127,0.395,0.647040356855622
"TRIM8",4.03450625559189e-05,-0.388797556526954,0.038,0.259,0.651693795465758
"G3BP2",4.0524084011643e-05,-0.300774482844534,0.101,0.355,0.65458552904007
"U2AF1L4",4.19215370903602e-05,-0.45211999728721,0.063,0.294,0.677158588620588
"OAZ2",4.19445134461584e-05,-0.404388221619521,0.076,0.303,0.677529725695797
"RSRC2",4.21700324136352e-05,-0.341647949933602,0.215,0.5,0.681172533577449
"TMEM33",4.23724411390398e-05,-0.335257322843389,0.025,0.232,0.68444204171891
"NARS1",4.25741621110394e-05,-0.252669498816579,0.203,0.482,0.687700440579619
"PDIA6",4.2745830891821e-05,-0.286769870127972,0.329,0.627,0.690473406395585
"PTAFR",4.27621131318045e-05,-0.279170437680094,0.076,0.325,0.690736413418038
"RTF1",4.35720759549149e-05,-0.305070951555492,0.19,0.469,0.703819742899741
"GRPEL1",4.50699103497672e-05,-0.292437972292888,0.089,0.338,0.728014261879789
"FLOT2",4.60458565346213e-05,-0.357156239912104,0.063,0.294,0.743778720603737
"MAP2K3",4.64989116431463e-05,-0.377827357191915,0.139,0.399,0.751096919771742
"PITPNB",4.70920849441886e-05,-0.252000057387271,0.228,0.513,0.760678448103479
"ACSL5",4.71871936857722e-05,-0.438736164828925,0.329,0.64,0.762214739606278
"PFDN5",4.75987709961261e-05,-0.313598921530723,0.392,0.737,0.768862947900424
"VPS37A",4.79239929213787e-05,-0.323737451971496,0.025,0.237,0.774116257659031
"ECPAS",4.80541783864979e-05,-0.424899842407311,0.063,0.303,0.776219143477101
"HMCES",4.86409208499707e-05,-0.410817253189956,0.076,0.307,0.785696794489577
"SEC61G",4.92009536636232e-05,-0.333861417257785,0.405,0.768,0.794743004528506
"PGS1",5.10029567189735e-05,-0.468173501362828,0.076,0.294,0.823850759881579
"ATP5MG",5.11059603867997e-05,-0.366925369144874,0.506,0.851,0.825514578127976
"SMC6",5.21159412114602e-05,-0.345983829304594,0.051,0.276,0.841828798388716
"FGD4",5.21398314399951e-05,-0.397808274739763,0.051,0.272,0.842214697250241
"SCFD1",5.21398314399951e-05,-0.395867799634209,0.051,0.272,0.842214697250241
"IL10",5.27660552467036e-05,-0.497178746625807,0.076,0.316,0.852330090400004
"EHBP1L1",5.31017308238259e-05,-0.28284908310845,0.342,0.649,0.85775225799726
"IFRD1",5.34536783802666e-05,-0.298040087566325,0.392,0.728,0.863437266876447
"PHACTR2",5.43815710593201e-05,-0.303918641859767,0.114,0.364,0.878425517321198
"RABL6",5.43914579166698e-05,-0.429550915792198,0.127,0.368,0.878585219727967
"ITPR2",5.5159648841834e-05,-0.284682812652267,0.114,0.36,0.890993807742144
"PYCR3",5.54235756298588e-05,-0.343210968796774,0.051,0.272,0.89525701714911
"WDFY2",5.63635534174419e-05,-0.282237591764992,0,0.18,0.910440478351939
"CDC40",5.65419092618921e-05,-0.481831263624665,0.025,0.224,0.913321460307344
"PDCD6",5.69328279158502e-05,0.410826847290958,0.127,0.404,0.919635969324729
"RAC1",5.70397512491734e-05,-0.385736942684991,0.608,0.904,0.921363101927898
"ITCH",5.70816365528419e-05,-0.348078126088351,0.013,0.202,0.922039675238056
"USP33",5.73292431314542e-05,-0.261759494519806,0.051,0.276,0.926039264302379
"NDUFAB1",5.75698632425652e-05,-0.264524062390566,0.177,0.452,0.929926000957156
"DPYSL2",5.77463641498763e-05,-0.359390883402309,0.089,0.333,0.932777020112952
"PXK",5.8349705927266e-05,-0.329841399585565,0.063,0.294,0.942522799843128
"SDHAF2",5.87883513237452e-05,-0.597001135173224,0.051,0.263,0.949608238932457
"MFSD1",5.89030929059556e-05,-0.327165743243095,0.013,0.206,0.951461659709901
"ZNF106",5.96452539829316e-05,-0.369976327967978,0.051,0.259,0.963449787586295
"MRPL3",5.99934779807645e-05,-0.361570131067993,0.025,0.228,0.969074649823289
"STK25",6.01784003840717e-05,-0.325345858205801,0.063,0.285,0.972061701403911
"MLXIP",6.07987265803079e-05,-0.343402042438515,0.152,0.417,0.982081830451714
"AIF1",6.11018686117449e-05,-0.514768353732346,0.696,0.873,0.986978483685515
"SORL1",6.14738149591915e-05,-0.531294892908311,0.038,0.246,0.992986533035821
"HHEX",6.17495339624854e-05,-0.363049312655276,0.203,0.496,0.997440222096026
"SETD2",6.28646176462439e-05,-0.548528358825914,0.089,0.325,1
"ATP2A3",6.31086386702036e-05,-0.295823450614749,0.013,0.206,1
"BZW1",6.35937095994674e-05,-0.424917742866707,0.544,0.842,1
"GTPBP4",6.37169660558101e-05,-0.250115416963828,0.076,0.32,1
"RILPL2",6.42635541396024e-05,-0.588318914292766,0.165,0.421,1
"SLC31A1",6.60473625750478e-05,-0.414961808737182,0.063,0.285,1
"SPPL2A",6.61768337184279e-05,-0.265828520703656,0.152,0.408,1
"METTL9",6.88227825689098e-05,-0.307069615773736,0.051,0.272,1
"USP39",6.89264963030168e-05,-0.399292802865322,0.013,0.202,1
"RPL36AL",6.92741098854855e-05,-0.318946747523146,0.494,0.846,1
"DNAJC25",6.99823457452797e-05,-0.42125919722189,0.038,0.241,1
"STXBP3",7.01291188194322e-05,-0.353349684245453,0.013,0.197,1
"SLC25A25",7.06226314048609e-05,-0.404815368865428,0.051,0.272,1
"KIN",7.0694821231472e-05,-0.350552266412796,0.025,0.219,1
"PSEN2",7.09148599567095e-05,-0.305370897793485,0.025,0.224,1
"ARIH1",7.10148657345178e-05,-0.423282035549187,0.038,0.246,1
"NRG1.1",7.14715414342424e-05,-0.514710585030416,0,0.175,1
"HGS",7.27763500241101e-05,-0.36567370770675,0.089,0.316,1
"SNRPD3",7.49225179213944e-05,-0.306749679820862,0.304,0.596,1
"HERC2",7.49278484490811e-05,-0.460625389107268,0.063,0.285,1
"NIN",7.49657333345726e-05,-0.434930451460587,0.076,0.303,1
"RBM19",7.50141386881079e-05,-0.378372565316417,0.025,0.224,1
"IER2",7.62200590927745e-05,-0.839241500799685,0.57,0.811,1
"ARGLU1",7.66459555553015e-05,-0.343947114201894,0.468,0.868,1
"STK19",7.89414007122866e-05,-0.375570263352161,0.152,0.412,1
"SLC2A6",7.90946194080946e-05,-0.483438685409643,0.177,0.43,1
"MNAT1",7.96043262913506e-05,-0.257286703107549,0.076,0.307,1
"COQ10B",8.06741580765223e-05,-0.284424840560871,0.101,0.346,1
"ENSBTAG00000002549",8.1925881968368e-05,-0.436566318445392,0.911,0.987,1
"RBBP6",8.29219717668711e-05,-0.499256627952453,0.354,0.728,1
"SPCS3",8.333151742084e-05,-0.303829094034574,0.367,0.658,1
"DGKD",8.38942186189697e-05,-0.383630430964917,0.025,0.224,1
"HK3",8.50758520379107e-05,-0.440243467221417,0.19,0.452,1
"ARPC1B",8.58050678545618e-05,-0.411147490420804,0.177,0.443,1
"RPL17",8.68305487882963e-05,-0.416065352254289,0.481,0.82,1
"EMG1",8.94115666928696e-05,-0.334117299358347,0.025,0.219,1
"SPTSSA",9.01933988667984e-05,-0.325863702632898,0.114,0.342,1
"H3-3A",9.039929275069e-05,-0.324346860838458,0.696,0.93,1
"PSMC2",9.0473251649005e-05,-0.405981491568913,0.089,0.32,1
"ASNSD1",9.05195462303535e-05,-0.427426310138721,0,0.171,1
"GGA3",9.05195462303535e-05,-0.376582428008258,0,0.171,1
"NAGK",9.10956474638221e-05,-0.293577921905067,0.025,0.219,1
"H1-2",9.11067035786402e-05,-0.376671884803041,0.076,0.303,1
"CD163",9.19771668870154e-05,0.363425982400606,0.203,0.579,1
"IFNAR1",9.23291825923641e-05,-0.293334475726914,0.101,0.342,1
"CDK13",9.24656761660862e-05,-0.355826752749619,0.127,0.373,1
"PTPRE",9.26850553226752e-05,-0.344793900025458,0.101,0.342,1
"SLC25A19",9.43085795543001e-05,-0.313977315296788,0.013,0.197,1
"MED19",9.58201108258684e-05,-0.296973589465591,0.076,0.307,1
"CCDC69",9.65142893766863e-05,-0.464991518242813,0.025,0.211,1
"TUBGCP2",9.70463161512299e-05,-0.390364993790717,0.051,0.254,1
"BTG3",9.76734088184315e-05,-0.370097493479834,0.076,0.298,1
"ETHE1",9.88795132568223e-05,-0.265200110008729,0.051,0.259,1
"FCGR2A",9.95916675932309e-05,-0.397519473464416,0.038,0.246,1
"C1R",9.99750438792806e-05,-0.459767061328223,0.025,0.219,1
"NBN",0.000102282205986905,-0.410520434329383,0.114,0.351,1
"N4BP1",0.000102940271803106,-0.667102564336001,0.228,0.5,1
"CLPP",0.000105906861643178,-0.379467191632348,0.013,0.193,1
"B2M",0.000107094505991986,-0.352475136091918,0.962,0.987,1
"HEATR1",0.000108005009109679,-0.452194099968619,0.038,0.237,1
"PSMB6",0.00010978842332014,-0.294746979690667,0.215,0.496,1
"BOLA-DMB",0.000111520151508302,-0.382451711752933,0.367,0.781,1
"FAM234A",0.00011232452159813,-0.512543614062632,0.013,0.193,1
"MYO9A",0.00011388375726054,-0.261868378176681,0.063,0.281,1
"RFC1",0.00011420174780366,-0.354617177745662,0.013,0.189,1
"ESYT1",0.000114245707785776,-0.445411239899888,0.063,0.276,1
"NDUFA13",0.000114291058437213,-0.341317082669008,0.228,0.491,1
"ZMYM6",0.000114507852790181,-0.270299596517329,0,0.167,1
"IPCEF1",0.000114507852790181,-0.376222015879775,0,0.167,1
"ENSBTAG00000002786",0.000114507852790181,-0.361140289121704,0,0.167,1
"KHSRP",0.000115322216360955,-0.408665108905683,0.038,0.232,1
"SELENON",0.000116559963585661,-0.531046012333587,0.038,0.228,1
"CD14",0.0001251539270041,-0.286463290218637,0.532,0.868,1
"MEF2C",0.000127493398867588,-0.557634825430547,0.038,0.228,1
"CPNE1",0.000128515538315665,-0.422487765053645,0.013,0.189,1
"ENSBTAG00000046623",0.000130045174223861,-0.354942993315793,0.114,0.351,1
"BoLA",0.000130118576331019,-0.274899793424341,0.152,0.404,1
"RNASE4",0.000130294342437574,0.264935167611547,0.278,0.684,1
"CHFR",0.00013090482162918,-0.33240807572415,0.063,0.268,1
"NCK1",0.000131943315673441,-0.334438571306872,0.152,0.386,1
"ITGB2",0.000133606141401561,-0.266133561797799,0.519,0.868,1
"COX6B1",0.000134077636713531,-0.280399769527861,0.418,0.754,1
"MFSD14A",0.000135889777936899,-0.407480101278309,0.025,0.206,1
"MRPL12",0.000137937092253388,-0.377444595848789,0.114,0.355,1
"PPP1R18",0.000138903733309408,-0.545267185132733,0.114,0.342,1
"MTF1",0.00014468431754809,-0.251338996988023,0,0.162,1
"SPCS1",0.000145006356057833,-0.383866481936843,0.063,0.276,1
"CDK2AP2",0.000145295794149539,-0.403013090308547,0.101,0.329,1
"SEH1L",0.00014574644656087,-0.274680030696611,0.025,0.215,1
"SIAH2",0.000150076675757331,-0.505140821890811,0.051,0.25,1
"STK17A",0.0001515112279457,-0.32744641300335,0.291,0.61,1
"INSIG1",0.000155339647260807,-0.40455626845514,0.063,0.272,1
"JUN",0.000156680131918132,-0.703478298467076,0.835,0.974,1
"PAXX",0.000157480366654456,-0.453099160923873,0.241,0.526,1
"PRRC2A",0.000159219861030649,-0.271517746027671,0.215,0.474,1
"ZNF800",0.000164499044910456,-0.310772973685658,0.089,0.32,1
"H4C4",0.000164922408640702,-0.327884035567398,0.038,0.228,1
"NFKB1",0.000165471602056815,-0.269076790312504,0.177,0.452,1
"CLEC4A",0.000167203455880789,0.463982788544367,0.127,0.399,1
"RPS26",0.000167804429963131,-0.304200666108121,0.57,0.864,1
"IL1A",0.000169554925163883,-0.256582857812587,0.19,0.461,1
"ATP5F1E",0.000169600038233225,-0.37704694054392,0.595,0.899,1
"PIK3AP1",0.000170151893696861,-0.284402408567835,0.025,0.211,1
"MXD4",0.00017159079143763,0.287250815992484,0.152,0.43,1
"TPCN2",0.000171981891292847,-0.324143736435924,0.063,0.276,1
"DYNLL2",0.000173875914008255,-0.527710894644355,0.101,0.32,1
"TOP1",0.000175197126610335,-0.284896490427701,0.43,0.754,1
"OCEL1",0.000175393114828456,-0.327405675413983,0.038,0.228,1
"HERPUD1",0.00017711333188826,-0.37370707548083,0.405,0.719,1
"ARPC1A",0.00017888073708349,-0.400310628480991,0.089,0.307,1
"LRRCC1",0.000179066707813897,-0.256035414227628,0.063,0.276,1
"MYL12B",0.000181599923572564,-0.360439656337589,0.152,0.386,1
"SNAPC4",0.000182604271838148,-0.317879859427506,0,0.158,1
"FCF1",0.000182604271838148,-0.27495903570185,0,0.158,1
"ACER3",0.000182604271838148,-0.270257590033906,0,0.158,1
"E2F4",0.000183251539275643,-0.379932557801394,0.038,0.228,1
